fpr,tpr,threshold
0.084,0.6807610993657506,0.7916561907458894
0.084,0.6818181818181818,0.791584655807113
0.085,0.6818181818181818,0.7910077471080543
0.085,0.6923890063424947,0.7854856722203213
0.086,0.6923890063424947,0.7853000833514113
0.086,0.6966173361522199,0.7829745368799781
0.091,0.6966173361522199,0.7818576650451128
0.091,0.6976744186046512,0.7812385243790738
0.092,0.6976744186046512,0.7810698126879836
0.092,0.6997885835095138,0.7808386629456918
0.093,0.6997885835095138,0.7807248199561
0.093,0.7029598308668076,0.7799139335197335
0.094,0.7029598308668076,0.7794718632318647
0.094,0.7135306553911205,0.7744702845501454
0.096,0.7135306553911205,0.7729269897538734
0.096,0.718816067653277,0.7689496518544139
0.097,0.718816067653277,0.7689447107158517
0.097,0.7209302325581395,0.7684730150521181
0.099,0.7209302325581395,0.7683819711025315
0.099,0.7230443974630021,0.7679337767496108
0.1,0.7230443974630021,0.7677292070155708
0.1,0.7293868921775899,0.7634657286840006
0.101,0.7293868921775899,0.7627885115855882
0.101,0.741014799154334,0.7556691696559152
0.102,0.741014799154334,0.7552327910539979
0.102,0.7431289640591966,0.7538096263768603
0.103,0.7431289640591966,0.7532718500117965
0.103,0.7463002114164905,0.7499222591173488
0.104,0.7463002114164905,0.7486329092463122
0.104,0.7473572938689218,0.7484184398993623
0.104,0.7494714587737844,0.7482529841572358
0.105,0.7494714587737844,0.7482077200241447
0.105,0.7515856236786469,0.7448072283449768
0.106,0.7515856236786469,0.7443993755162371
0.106,0.7547568710359408,0.7412956024062798
0.108,0.7547568710359408,0.7401296500171947
0.108,0.7558139534883721,0.7399366757775213
0.109,0.7558139534883721,0.7388517557921523
0.109,0.7621564482029598,0.7365384445496423
0.11,0.7621564482029598,0.7364053630651766
0.11,0.7674418604651163,0.7332134869026966
0.111,0.7674418604651163,0.7328049602655629
0.111,0.773784355179704,0.7303139437926377
0.112,0.773784355179704,0.7300916925815127
0.112,0.7864693446088795,0.72343229353437
0.114,0.7864693446088795,0.7219063880928499
0.114,0.7885835095137421,0.7210813385355093
0.117,0.7885835095137421,0.7203919141576612
0.117,0.7917547568710359,0.7177877596228331
0.118,0.7917547568710359,0.7177416275007318
0.118,0.7949260042283298,0.7159697981925218
0.119,0.7949260042283298,0.7152585627473084
0.119,0.7991543340380549,0.7129348841327107
0.12,0.7991543340380549,0.7128611532818577
0.12,0.8002114164904862,0.7121207930803233
0.121,0.8002114164904862,0.7118737776387487
0.121,0.8023255813953488,0.7073328100715226
0.124,0.8023255813953488,0.7013319974664185
0.124,0.8086680761099366,0.6983615009297164
0.125,0.8086680761099366,0.6972186214614926
0.125,0.8107822410147991,0.696520503505742
0.126,0.8107822410147991,0.6956277946672461
0.126,0.8171247357293869,0.688945197083333
0.128,0.8171247357293869,0.6872337798015116
0.128,0.8234672304439746,0.6818173371727938
